host,variant,run,rule,real_F1,reproduced,chosen_mask,chosen_tau,chosen_lambda
cadets,fullz,0,oracle_prefix,0.9996,True,,,
cadets,fullz,0,topk5,0.0002,True,,,
cadets,fullz,0,topk10,0.9995,True,,,
cadets,fullz,0,topk15,0.9995,True,,,
cadets,fullz,0,topk20,0.9995,True,,,
cadets,fullz,0,outlier_grubbs,0.9995,True,,,
cadets,fullz,0,outlier_zscore,0.0,True,,,
cadets,fullz,0,outlier_iqr,0.0002,True,,,
cadets,fullz,1,default_tau10,0.9976,True,,,
cadets,fullz,1,minor_tau1,0.9967,True,,,
cadets,fullz,1,significant_tau100,0.0,True,,,
cadets,fullz,1,critical_tau1000,0.0,True,,,
cadets,fullz,1,mask_FILE_tau10,0.9999,True,,,
cadets,fullz,1,mask_NET_tau10,0.0045,True,,,
cadets,fullz,1,mask_OTHER_tau10,0.0002,True,,,
cadets,fullz,1,mask_PROCESS_tau10,1.0,True,,,
cadets,fullz,1,mask_PROCESS_tau1,1.0,True,,,
cadets,fullz,1,oracle_prefix,0.9976,True,,,
cadets,fullz,1,topk5,0.9976,True,,,
cadets,fullz,1,topk10,0.9969,True,,,
cadets,fullz,1,topk15,0.9967,True,,,
cadets,fullz,1,topk20,0.9964,True,,,
cadets,fullz,1,outlier_grubbs,0.0002,True,,,
cadets,fullz,1,outlier_zscore,0.0,True,,,
cadets,fullz,1,outlier_iqr,0.0002,True,,,
cadets,fullz,2,default_tau10,0.0046,True,,,
cadets,fullz,2,minor_tau1,0.9991,True,,,
cadets,fullz,2,significant_tau100,0.0002,True,,,
cadets,fullz,2,critical_tau1000,0.0,True,,,
cadets,fullz,2,mask_FILE_tau10,0.0002,True,,,
cadets,fullz,2,mask_NET_tau10,0.0046,True,,,
cadets,fullz,2,mask_OTHER_tau10,0.0002,True,,,
cadets,fullz,2,mask_PROCESS_tau10,0.0002,True,,,
cadets,fullz,2,mask_PROCESS_tau1,0.9997,True,,,
cadets,fullz,2,oracle_prefix,0.9994,True,,,
cadets,fullz,2,topk5,0.0046,True,,,
cadets,fullz,2,topk10,0.9992,True,,,
cadets,fullz,2,topk15,0.9991,True,,,
cadets,fullz,2,topk20,0.9991,True,,,
cadets,fullz,2,outlier_grubbs,0.0046,True,,,
cadets,fullz,2,outlier_zscore,0.0002,True,,,
cadets,fullz,2,outlier_iqr,0.0046,True,,,
cadets,fullz,0,loocv_tau,0.9996,True,,4.0,
cadets,fullz,0,loocv_mask,0.0,True,PROCESS,3.0,
cadets,fullz,0,loocv_lambda,0.0,True,PROCESS,3.0,0.0
cadets,fullz,1,loocv_tau,0.9969,True,,4.0,
cadets,fullz,1,loocv_mask,0.9964,True,PROCESS,0.29263228,
cadets,fullz,1,loocv_lambda,0.9964,True,PROCESS,0.29263228,0.0
cadets,fullz,2,loocv_tau,0.9994,True,,4.0,
cadets,fullz,2,loocv_mask,0.9993,True,PROCESS,0.58354779,
cadets,fullz,2,loocv_lambda,0.9993,True,PROCESS,0.58354779,0.0
cadets,TGN_fullz,0,default_tau10,1.0,True,,,
cadets,TGN_fullz,0,minor_tau1,0.9985,True,,,
cadets,TGN_fullz,0,significant_tau100,0.0,True,,,
cadets,TGN_fullz,0,critical_tau1000,0.0,True,,,
cadets,TGN_fullz,0,mask_FILE_tau10,1.0,True,,,
cadets,TGN_fullz,0,mask_NET_tau10,0.0029,True,,,
cadets,TGN_fullz,0,mask_OTHER_tau10,0.0002,True,,,
cadets,TGN_fullz,0,mask_PROCESS_tau10,0.0,True,,,
cadets,TGN_fullz,0,mask_PROCESS_tau1,1.0,True,,,
cadets,TGN_fullz,0,oracle_prefix,1.0,True,,,
cadets,TGN_fullz,0,topk5,1.0,True,,,
cadets,TGN_fullz,0,topk10,0.9994,True,,,
cadets,TGN_fullz,0,topk15,0.9985,True,,,
cadets,TGN_fullz,0,topk20,0.9985,True,,,
cadets,TGN_fullz,0,outlier_grubbs,1.0,True,,,
cadets,TGN_fullz,0,outlier_zscore,0.0002,True,,,
cadets,TGN_fullz,0,outlier_iqr,1.0,True,,,
cadets,TGN_fullz,1,default_tau10,1.0,True,,,
cadets,TGN_fullz,1,minor_tau1,0.9998,True,,,
cadets,TGN_fullz,1,significant_tau100,0.0,True,,,
cadets,TGN_fullz,1,critical_tau1000,0.0,True,,,
cadets,TGN_fullz,1,mask_FILE_tau10,1.0,True,,,
cadets,TGN_fullz,1,mask_NET_tau10,0.0002,True,,,
cadets,TGN_fullz,1,mask_OTHER_tau10,0.0002,True,,,
cadets,TGN_fullz,1,mask_PROCESS_tau10,1.0,True,,,
cadets,TGN_fullz,1,mask_PROCESS_tau1,1.0,True,,,
cadets,TGN_fullz,1,oracle_prefix,1.0,True,,,
cadets,TGN_fullz,1,topk5,1.0,True,,,
cadets,TGN_fullz,1,topk10,1.0,True,,,
cadets,TGN_fullz,1,topk15,1.0,True,,,
cadets,TGN_fullz,1,topk20,0.9998,True,,,
cadets,TGN_fullz,1,outlier_grubbs,1.0,True,,,
cadets,TGN_fullz,1,outlier_zscore,0.0,True,,,
cadets,TGN_fullz,1,outlier_iqr,1.0,True,,,
cadets,TGN_fullz,2,default_tau10,0.9999,True,,,
cadets,TGN_fullz,2,minor_tau1,0.9998,True,,,
cadets,TGN_fullz,2,significant_tau100,0.0,True,,,
cadets,TGN_fullz,2,critical_tau1000,0.0,True,,,
cadets,TGN_fullz,2,mask_FILE_tau10,0.9999,True,,,
cadets,TGN_fullz,2,mask_NET_tau10,0.9999,True,,,
cadets,TGN_fullz,2,mask_OTHER_tau10,0.0002,True,,,
cadets,TGN_fullz,2,mask_PROCESS_tau10,1.0,True,,,
cadets,TGN_fullz,2,mask_PROCESS_tau1,0.9999,True,,,
cadets,TGN_fullz,2,oracle_prefix,1.0,True,,,
cadets,TGN_fullz,2,topk5,0.9999,True,,,
cadets,TGN_fullz,2,topk10,0.9999,True,,,
cadets,TGN_fullz,2,topk15,0.9999,True,,,
cadets,TGN_fullz,2,topk20,0.9998,True,,,
cadets,TGN_fullz,2,outlier_grubbs,0.0,True,,,
cadets,TGN_fullz,2,outlier_zscore,0.0,True,,,
cadets,TGN_fullz,2,outlier_iqr,0.0,True,,,
cadets,TGN_fullz,0,loocv_tau,0.9987,True,,1.7738718800000002,
cadets,TGN_fullz,0,loocv_mask,0.0002,True,PROCESS,1.760536,
cadets,TGN_fullz,0,loocv_lambda,0.0002,True,PROCESS,1.760536,0.0
cadets,TGN_fullz,1,loocv_tau,1.0,True,,4.07709324,
cadets,TGN_fullz,1,loocv_mask,1.0,True,"FILE,NET,PROCESS",34.50625412,
cadets,TGN_fullz,1,loocv_lambda,1.0,True,"FILE,NET,PROCESS",34.50625412,0.0
cadets,TGN_fullz,2,loocv_tau,0.9999,True,,4.07709324,
cadets,TGN_fullz,2,loocv_mask,1.0,True,"FILE,NET,PROCESS",35.943079248000004,
cadets,TGN_fullz,2,loocv_lambda,1.0,True,"FILE,NET,PROCESS",35.943079248000004,0.0
cadets,released,0,default_tau10,0.9999,True,,,
cadets,released,0,minor_tau1,0.9993,True,,,
cadets,released,0,significant_tau100,0.9999,True,,,
cadets,released,0,critical_tau1000,0.0,True,,,
cadets,released,0,mask_FILE_tau10,0.9999,True,,,
cadets,released,0,mask_NET_tau10,0.9998,True,,,
cadets,released,0,mask_OTHER_tau10,0.0,True,,,
cadets,released,0,mask_PROCESS_tau10,0.0,True,,,
cadets,released,0,mask_PROCESS_tau1,0.0,True,,,
cadets,released,0,oracle_prefix,0.9999,True,,,
cadets,released,0,topk5,0.9998,True,,,
cadets,released,0,topk10,0.9998,True,,,
cadets,released,0,topk15,0.9994,True,,,
cadets,released,0,topk20,0.9993,True,,,
cadets,released,0,outlier_grubbs,0.9998,True,,,
cadets,released,0,outlier_zscore,0.9999,True,,,
cadets,released,0,outlier_iqr,0.9998,True,,,
theia,fullz,0,default_tau10,0.9882,True,,,
theia,fullz,0,minor_tau1,0.9881,True,,,
theia,fullz,0,significant_tau100,0.9897,True,,,
theia,fullz,0,critical_tau1000,0.9999,True,,,
theia,fullz,0,mask_MEMORY_tau10,0.0,True,,,
theia,fullz,0,mask_NET_tau10,0.9983,True,,,
theia,fullz,0,mask_OTHER_tau10,0.0,True,,,
theia,fullz,0,mask_PROCESS_tau10,0.0,True,,,
theia,fullz,0,mask_PROCESS_tau1,0.0,True,,,
theia,fullz,0,oracle_prefix,0.9999,True,,,
theia,fullz,0,topk5,0.9999,True,,,
theia,fullz,0,topk10,0.9881,True,,,
theia,fullz,0,topk15,0.9881,True,,,
theia,fullz,0,topk20,0.9881,True,,,
theia,fullz,0,outlier_grubbs,0.0,True,,,
theia,fullz,0,outlier_zscore,0.0,True,,,
theia,fullz,0,outlier_iqr,0.0,True,,,
theia,fullz,1,default_tau10,0.9899,True,,,
theia,fullz,1,minor_tau1,0.9899,True,,,
theia,fullz,1,significant_tau100,0.9899,True,,,
theia,fullz,1,critical_tau1000,0.9999,True,,,
theia,fullz,1,mask_MEMORY_tau10,0.0,True,,,
theia,fullz,1,mask_NET_tau10,0.9999,True,,,
theia,fullz,1,mask_OTHER_tau10,0.0,True,,,
theia,fullz,1,mask_PROCESS_tau10,0.0019,True,,,
theia,fullz,1,mask_PROCESS_tau1,0.9899,True,,,
theia,fullz,1,oracle_prefix,0.9999,True,,,
theia,fullz,1,topk5,0.9999,True,,,
theia,fullz,1,topk10,0.9899,True,,,
theia,fullz,1,topk15,0.9899,True,,,
theia,fullz,1,topk20,0.9899,True,,,
theia,fullz,1,outlier_grubbs,0.0,True,,,
theia,fullz,1,outlier_zscore,0.0,True,,,
theia,fullz,1,outlier_iqr,0.0,True,,,
theia,fullz,2,default_tau10,0.9999,True,,,
theia,fullz,2,minor_tau1,0.9998,True,,,
theia,fullz,2,significant_tau100,0.9999,True,,,
theia,fullz,2,critical_tau1000,0.9999,True,,,
theia,fullz,2,mask_MEMORY_tau10,0.0,True,,,
theia,fullz,2,mask_NET_tau10,0.9999,True,,,
theia,fullz,2,mask_OTHER_tau10,0.0,True,,,
theia,fullz,2,mask_PROCESS_tau10,0.0,True,,,
theia,fullz,2,mask_PROCESS_tau1,0.0019,True,,,
theia,fullz,2,oracle_prefix,0.9999,True,,,
theia,fullz,2,topk5,0.9999,True,,,
theia,fullz,2,topk10,0.9998,True,,,
theia,fullz,2,topk15,0.9998,True,,,
theia,fullz,2,topk20,0.9998,True,,,
theia,fullz,2,outlier_grubbs,0.0,True,,,
theia,fullz,2,outlier_zscore,0.0,True,,,
theia,fullz,2,outlier_iqr,0.0,True,,,
theia,fullz,0,loocv_tau,0.9897,True,,183.40844550000014,
theia,fullz,0,loocv_mask,0.9983,True,NET,3.0,
theia,fullz,0,loocv_lambda,0.9983,True,NET,3.0,0.0
theia,fullz,1,loocv_tau,0.9999,True,,199.83494528500012,
theia,fullz,1,loocv_mask,0.9999,True,NET,18.604846230000003,
theia,fullz,1,loocv_lambda,0.9999,True,NET,18.604846230000003,0.0
theia,fullz,2,loocv_tau,0.9999,True,,199.83494528500012,
theia,fullz,2,loocv_mask,0.9999,True,NET,18.604846230000003,
theia,fullz,2,loocv_lambda,0.9999,True,NET,18.604846230000003,0.0
theia,TGN_fullz,0,default_tau10,0.996,True,,,
theia,TGN_fullz,0,minor_tau1,0.996,True,,,
theia,TGN_fullz,0,significant_tau100,0.9999,True,,,
theia,TGN_fullz,0,critical_tau1000,0.9999,True,,,
theia,TGN_fullz,0,mask_MEMORY_tau10,0.0,True,,,
theia,TGN_fullz,0,mask_NET_tau10,0.9999,True,,,
theia,TGN_fullz,0,mask_OTHER_tau10,0.0,True,,,
theia,TGN_fullz,0,mask_PROCESS_tau10,0.0,True,,,
theia,TGN_fullz,0,mask_PROCESS_tau1,0.0,True,,,
theia,TGN_fullz,0,oracle_prefix,0.9999,True,,,
theia,TGN_fullz,0,topk5,0.9999,True,,,
theia,TGN_fullz,0,topk10,0.996,True,,,
theia,TGN_fullz,0,topk15,0.996,True,,,
theia,TGN_fullz,0,topk20,0.996,True,,,
theia,TGN_fullz,0,outlier_grubbs,0.0,True,,,
theia,TGN_fullz,0,outlier_zscore,0.0,True,,,
theia,TGN_fullz,0,outlier_iqr,0.0,True,,,
theia,TGN_fullz,1,default_tau10,0.9999,True,,,
theia,TGN_fullz,1,minor_tau1,0.9999,True,,,
theia,TGN_fullz,1,significant_tau100,0.9999,True,,,
theia,TGN_fullz,1,critical_tau1000,0.9999,True,,,
theia,TGN_fullz,1,mask_MEMORY_tau10,0.0,True,,,
theia,TGN_fullz,1,mask_NET_tau10,0.9999,True,,,
theia,TGN_fullz,1,mask_OTHER_tau10,0.0,True,,,
theia,TGN_fullz,1,mask_PROCESS_tau10,0.0019,True,,,
theia,TGN_fullz,1,mask_PROCESS_tau1,0.0019,True,,,
theia,TGN_fullz,1,oracle_prefix,0.9999,True,,,
theia,TGN_fullz,1,topk5,0.9999,True,,,
theia,TGN_fullz,1,topk10,0.9999,True,,,
theia,TGN_fullz,1,topk15,0.9999,True,,,
theia,TGN_fullz,1,topk20,0.9999,True,,,
theia,TGN_fullz,1,outlier_grubbs,0.0,True,,,
theia,TGN_fullz,1,outlier_zscore,0.0,True,,,
theia,TGN_fullz,1,outlier_iqr,0.0,True,,,
theia,TGN_fullz,2,default_tau10,0.9908,True,,,
theia,TGN_fullz,2,minor_tau1,0.9907,True,,,
theia,TGN_fullz,2,significant_tau100,0.9908,True,,,
theia,TGN_fullz,2,critical_tau1000,0.9999,True,,,
theia,TGN_fullz,2,mask_MEMORY_tau10,0.0,True,,,
theia,TGN_fullz,2,mask_NET_tau10,0.9999,True,,,
theia,TGN_fullz,2,mask_OTHER_tau10,0.0,True,,,
theia,TGN_fullz,2,mask_PROCESS_tau10,0.0,True,,,
theia,TGN_fullz,2,mask_PROCESS_tau1,0.0019,True,,,
theia,TGN_fullz,2,oracle_prefix,0.9999,True,,,
theia,TGN_fullz,2,topk5,0.9999,True,,,
theia,TGN_fullz,2,topk10,0.9907,True,,,
theia,TGN_fullz,2,topk15,0.9907,True,,,
theia,TGN_fullz,2,topk20,0.9907,True,,,
theia,TGN_fullz,2,outlier_grubbs,0.0,True,,,
theia,TGN_fullz,2,outlier_zscore,0.0,True,,,
theia,TGN_fullz,2,outlier_iqr,0.0,True,,,
theia,TGN_fullz,0,loocv_tau,0.9999,True,,199.97463074,
theia,TGN_fullz,0,loocv_mask,0.9999,True,NET,3.0,
theia,TGN_fullz,0,loocv_lambda,0.9999,True,NET,3.0,0.0
theia,TGN_fullz,1,loocv_tau,0.9999,True,,199.97463074,
theia,TGN_fullz,1,loocv_mask,0.9999,True,NET,3.0,
theia,TGN_fullz,1,loocv_lambda,0.9999,True,NET,3.0,0.0
theia,TGN_fullz,2,loocv_tau,0.9908,True,,35.485483720000005,
theia,TGN_fullz,2,loocv_mask,0.9907,True,NET,0.19313219,
theia,TGN_fullz,2,loocv_lambda,0.9907,True,NET,0.19313219,0.0
theia,released,0,default_tau10,0.9999,True,,,
theia,released,0,minor_tau1,0.9998,True,,,
theia,released,0,significant_tau100,0.9999,True,,,
theia,released,0,critical_tau1000,0.9999,True,,,
theia,released,0,mask_MEMORY_tau10,0.0,True,,,
theia,released,0,mask_NET_tau10,0.9999,True,,,
theia,released,0,mask_OTHER_tau10,0.0,True,,,
theia,released,0,mask_PROCESS_tau10,0.0,True,,,
theia,released,0,mask_PROCESS_tau1,0.9999,True,,,
theia,released,0,oracle_prefix,0.9999,True,,,
theia,released,0,topk5,0.9999,True,,,
theia,released,0,topk10,0.9998,True,,,
theia,released,0,topk15,0.9998,True,,,
theia,released,0,topk20,0.9998,True,,,
theia,released,0,outlier_grubbs,0.0,True,,,
theia,released,0,outlier_zscore,0.0,True,,,
theia,released,0,outlier_iqr,0.0,True,,,
trace,fullz,0,default_tau10,0.9999,True,,,
trace,fullz,0,minor_tau1,0.9995,True,,,
trace,fullz,0,significant_tau100,1.0,True,,,
trace,fullz,0,critical_tau1000,0.0,True,,,
trace,fullz,0,mask_FILE_tau10,0.0,True,,,
trace,fullz,0,mask_MEMORY_tau10,0.0,True,,,
trace,fullz,0,mask_NET_tau10,1.0,True,,,
trace,fullz,0,mask_OTHER_tau10,0.0,True,,,
trace,fullz,0,mask_PROCESS_tau10,0.0,True,,,
trace,fullz,0,mask_PROCESS_tau1,1.0,True,,,
trace,fullz,0,oracle_prefix,1.0,True,,,
trace,fullz,0,topk5,0.9999,True,,,
trace,fullz,0,topk10,0.9999,True,,,
trace,fullz,0,topk15,0.9997,True,,,
trace,fullz,0,topk20,0.9995,True,,,
trace,fullz,0,outlier_grubbs,0.9999,True,,,
trace,fullz,0,outlier_zscore,1.0,True,,,
trace,fullz,0,outlier_iqr,1.0,True,,,
trace,fullz,1,default_tau10,1.0,True,,,
trace,fullz,1,minor_tau1,0.9994,True,,,
trace,fullz,1,significant_tau100,1.0,True,,,
trace,fullz,1,critical_tau1000,0.0,True,,,
trace,fullz,1,mask_FILE_tau10,0.0,True,,,
trace,fullz,1,mask_MEMORY_tau10,0.0,True,,,
trace,fullz,1,mask_NET_tau10,1.0,True,,,
trace,fullz,1,mask_OTHER_tau10,0.0,True,,,
trace,fullz,1,mask_PROCESS_tau10,0.0,True,,,
trace,fullz,1,mask_PROCESS_tau1,1.0,True,,,
trace,fullz,1,oracle_prefix,1.0,True,,,
trace,fullz,1,topk5,0.9999,True,,,
trace,fullz,1,topk10,0.9999,True,,,
trace,fullz,1,topk15,0.9995,True,,,
trace,fullz,1,topk20,0.9993,True,,,
trace,fullz,1,outlier_grubbs,0.0,True,,,
trace,fullz,1,outlier_zscore,1.0,True,,,
trace,fullz,1,outlier_iqr,1.0,True,,,
trace,fullz,2,default_tau10,1.0,True,,,
trace,fullz,2,minor_tau1,0.9997,True,,,
trace,fullz,2,significant_tau100,1.0,True,,,
trace,fullz,2,critical_tau1000,1.0,True,,,
trace,fullz,2,mask_FILE_tau10,0.0,True,,,
trace,fullz,2,mask_MEMORY_tau10,0.0,True,,,
trace,fullz,2,mask_NET_tau10,1.0,True,,,
trace,fullz,2,mask_OTHER_tau10,0.0,True,,,
trace,fullz,2,mask_PROCESS_tau10,0.0,True,,,
trace,fullz,2,mask_PROCESS_tau1,1.0,True,,,
trace,fullz,2,oracle_prefix,1.0,True,,,
trace,fullz,2,topk5,1.0,True,,,
trace,fullz,2,topk10,0.9999,True,,,
trace,fullz,2,topk15,0.9998,True,,,
trace,fullz,2,topk20,0.9997,True,,,
trace,fullz,2,outlier_grubbs,1.0,True,,,
trace,fullz,2,outlier_zscore,1.0,True,,,
trace,fullz,2,outlier_iqr,1.0,True,,,
trace,fullz,0,loocv_tau,0.9999,True,,9.485182499999999,
trace,fullz,0,loocv_mask,1.0,True,MEMORY,0.404830933,
trace,fullz,0,loocv_lambda,1.0,True,MEMORY,0.404830933,0.0
trace,fullz,1,loocv_tau,1.0,True,,10.753523499999998,
trace,fullz,1,loocv_mask,1.0,True,FILE,2.0,
trace,fullz,1,loocv_lambda,1.0,True,FILE,2.0,0.0
trace,fullz,2,loocv_tau,1.0,True,,10.753523499999998,
trace,fullz,2,loocv_mask,1.0,True,MEMORY,0.404830933,
trace,fullz,2,loocv_lambda,1.0,True,MEMORY,0.404830933,0.0
trace,TGN_fullz,0,default_tau10,1.0,True,,,
trace,TGN_fullz,0,minor_tau1,0.9996,True,,,
trace,TGN_fullz,0,significant_tau100,0.0,True,,,
trace,TGN_fullz,0,critical_tau1000,0.0,True,,,
trace,TGN_fullz,0,mask_FILE_tau10,0.0,True,,,
trace,TGN_fullz,0,mask_MEMORY_tau10,0.0,True,,,
trace,TGN_fullz,0,mask_NET_tau10,0.0,True,,,
trace,TGN_fullz,0,mask_OTHER_tau10,0.0,True,,,
trace,TGN_fullz,0,mask_PROCESS_tau10,0.0,True,,,
trace,TGN_fullz,0,mask_PROCESS_tau1,1.0,True,,,
trace,TGN_fullz,0,oracle_prefix,1.0,True,,,
trace,TGN_fullz,0,topk5,0.9999,True,,,
trace,TGN_fullz,0,topk10,0.9996,True,,,
trace,TGN_fullz,0,topk15,0.9995,True,,,
trace,TGN_fullz,0,topk20,0.9995,True,,,
trace,TGN_fullz,0,outlier_grubbs,0.9999,True,,,
trace,TGN_fullz,0,outlier_zscore,0.0,True,,,
trace,TGN_fullz,0,outlier_iqr,1.0,True,,,
trace,TGN_fullz,1,default_tau10,1.0,True,,,
trace,TGN_fullz,1,minor_tau1,0.9998,True,,,
trace,TGN_fullz,1,significant_tau100,0.0,True,,,
trace,TGN_fullz,1,critical_tau1000,0.0,True,,,
trace,TGN_fullz,1,mask_FILE_tau10,0.0,True,,,
trace,TGN_fullz,1,mask_MEMORY_tau10,0.0,True,,,
trace,TGN_fullz,1,mask_NET_tau10,0.0,True,,,
trace,TGN_fullz,1,mask_OTHER_tau10,0.0,True,,,
trace,TGN_fullz,1,mask_PROCESS_tau10,0.0,True,,,
trace,TGN_fullz,1,mask_PROCESS_tau1,1.0,True,,,
trace,TGN_fullz,1,oracle_prefix,1.0,True,,,
trace,TGN_fullz,1,topk5,0.9999,True,,,
trace,TGN_fullz,1,topk10,0.9997,True,,,
trace,TGN_fullz,1,topk15,0.9994,True,,,
trace,TGN_fullz,1,topk20,0.9994,True,,,
trace,TGN_fullz,1,outlier_grubbs,1.0,True,,,
trace,TGN_fullz,1,outlier_zscore,0.0,True,,,
trace,TGN_fullz,1,outlier_iqr,1.0,True,,,
trace,TGN_fullz,2,default_tau10,1.0,True,,,
trace,TGN_fullz,2,minor_tau1,0.9995,True,,,
trace,TGN_fullz,2,significant_tau100,1.0,True,,,
trace,TGN_fullz,2,critical_tau1000,1.0,True,,,
trace,TGN_fullz,2,mask_FILE_tau10,0.0,True,,,
trace,TGN_fullz,2,mask_MEMORY_tau10,1.0,True,,,
trace,TGN_fullz,2,mask_NET_tau10,1.0,True,,,
trace,TGN_fullz,2,mask_OTHER_tau10,0.0,True,,,
trace,TGN_fullz,2,mask_PROCESS_tau10,0.0,True,,,
trace,TGN_fullz,2,mask_PROCESS_tau1,1.0,True,,,
trace,TGN_fullz,2,oracle_prefix,1.0,True,,,
trace,TGN_fullz,2,topk5,1.0,True,,,
trace,TGN_fullz,2,topk10,1.0,True,,,
trace,TGN_fullz,2,topk15,1.0,True,,,
trace,TGN_fullz,2,topk20,0.9999,True,,,
trace,TGN_fullz,2,outlier_grubbs,0.0,True,,,
trace,TGN_fullz,2,outlier_zscore,0.0,True,,,
trace,TGN_fullz,2,outlier_iqr,0.0,True,,,
trace,TGN_fullz,0,loocv_tau,1.0,True,,9.112634669,
trace,TGN_fullz,0,loocv_mask,1.0,True,MEMORY,3.114318684,
trace,TGN_fullz,0,loocv_lambda,1.0,True,MEMORY,3.114318684,0.0
trace,TGN_fullz,1,loocv_tau,1.0,True,,9.112634669,
trace,TGN_fullz,1,loocv_mask,1.0,True,MEMORY,3.114318684,
trace,TGN_fullz,1,loocv_lambda,1.0,True,MEMORY,3.114318684,0.0
trace,TGN_fullz,2,loocv_tau,1.0,True,,7.63709219,
trace,TGN_fullz,2,loocv_mask,1.0,True,MEMORY,2.6968317,
trace,TGN_fullz,2,loocv_lambda,1.0,True,MEMORY,2.6968317,0.0
trace,released,0,default_tau10,0.9985,True,,,
trace,released,0,minor_tau1,0.9982,True,,,
trace,released,0,significant_tau100,0.9985,True,,,
trace,released,0,critical_tau1000,0.999,True,,,
trace,released,0,mask_FILE_tau10,0.0003,True,,,
trace,released,0,mask_MEMORY_tau10,0.9985,True,,,
trace,released,0,mask_NET_tau10,1.0,True,,,
trace,released,0,mask_OTHER_tau10,0.0003,True,,,
trace,released,0,mask_PROCESS_tau10,0.0003,True,,,
trace,released,0,mask_PROCESS_tau1,0.999,True,,,
trace,released,0,oracle_prefix,1.0,True,,,
trace,released,0,topk5,1.0,True,,,
trace,released,0,topk10,1.0,True,,,
trace,released,0,topk15,0.999,True,,,
trace,released,0,topk20,0.9985,True,,,
trace,released,0,outlier_grubbs,0.0,True,,,
trace,released,0,outlier_zscore,0.0,True,,,
trace,released,0,outlier_iqr,0.0,True,,,
